DATE,RH2M,WS10M,T2MDEW,T2MWET,T2M
2023/11/29,80.88,1.81,18.26,20.05,21.84
2023/11/30,79.0,1.56,17.67,19.71,21.75
2023/12/01,74.94,1.27,16.93,19.4,21.88
2023/12/02,74.25,0.96,17.33,19.79,22.25
2023/12/03,76.31,1.16,17.94,20.24,22.54
2023/12/04,79.94,1.52,18.03,19.95,21.88
2023/12/05,77.75,1.05,18.23,20.37,22.5
2023/12/06,79.44,1.34,18.55,20.47,22.4
2023/12/07,92.75,2.19,19.28,19.89,20.5
2023/12/08,91.12,1.89,19.31,20.1,20.88
2023/12/09,88.75,3.04,17.8,18.81,19.83
2023/12/10,83.31,2.16,15.29,16.83,18.37
2023/12/11,81.62,1.7,15.05,16.74,18.44
2023/12/12,80.31,1.36,15.3,17.18,19.06
2023/12/13,81.19,1.85,14.45,16.22,17.98
2023/12/14,71.44,1.37,11.15,13.94,16.72
2023/12/15,70.62,1.55,11.19,14.01,16.83
2023/12/16,72.94,0.84,12.75,15.31,17.87
2023/12/17,74.81,0.91,13.19,15.65,18.1
2023/12/18,79.5,1.03,14.32,16.21,18.09
2023/12/19,80.12,1.02,14.78,16.62,18.48
2023/12/20,80.19,1.45,14.3,16.12,17.94
2023/12/21,78.44,1.46,14.69,16.7,18.72
2023/12/22,82.75,1.83,15.98,17.55,19.12
2023/12/23,85.19,1.98,16.97,18.3,19.64
2023/12/24,79.31,1.41,16.05,18.02,19.99
2023/12/25,72.38,0.73,14.82,17.52,20.23
2023/12/26,76.0,1.44,14.91,17.23,19.54
2023/12/27,76.44,1.11,15.5,17.8,20.08
2023/12/28,77.44,1.5,15.51,17.69,19.87
2023/12/29,76.19,1.5,15.1,17.37,19.65
2023/12/30,73.25,1.24,14.87,17.5,20.13
2023/12/31,78.62,2.1,14.85,16.9,18.95
